word,is_name
챙피,0
거치다,0
옵서버,0
변백,0
에고타민,0
우시은,1
염량,0
비한솔,1
방찰,0
하은재,1
배보배,1
인기아취,0
베켓,0
여승하,1
표우정,1
후지솔,1
설이랑,1
조대환,1
위원,1
조윤빈,1
탁현주,1
최혜서,1
직교,0
화씨지벽,0
천지불인,0
장수안,1
곽마루,1
임승빈,1
천당,0
반갱,0
심대성,1
내갑,0
다이사이클로헥실,0
밀리와트,0
심우혁,1
성솔비,1
채종현,1
노마리,1
옹지용,1
순리안,1
정패,0
오찬혁,1
도주하,1
전태,0
임재범,1
방태웅,1
발작,0
소태강,1
영명재,1
빈승환,1
말객,0
황이안,1
굽신,0
향양,0
비오스,0
외번,0
익판,0
카옌,0
태아림,1
거탄,0
의침,0
욕자,0
강운,0
철강,0
야정,0
촉초근,0
췌거,0
진제니,1
로케이션,0
단산,0
저널리스트,0
장원빈,1
비삼,0
해정음,1
조라현,1
손수한,1
곡이수,1
빵그레,0
자은수,1
방민욱,1
사은미,1
맹약,0
지쇠,0
홍아란,1
문진영,1
연수환,1
짬뽕,0
곡유승,1
후소유,1
나세르,0
우쓰노미야,0
호수현,1
심성주,1
트라이클로로에틸렌,0
장구지계,0
빈아,0
랑시호,1
효제충신,0
도다윤,1
창발,0
천약,0
축거,0
인유린,1
해재범,1
호서빈,1
민화영,1
출탕,0
윤민유,1
빈윤오,1
난장이,0
채제민,1
신연호,1
가현,0
만벽,0
피골,0
방민유,1
천인아,1
네딤,0
서뿟,0
류단비,1
마이트너,0
우수수,0
소보겸,1
홍채원,1
달생,0
목다슬,1
무균,0
랭킨,0
도선웅,1
진미현,1
원효연,1
알부타,0
풍목지비,0
평종,0
쑥수그레,0
진퍼리,0
엥케,0
이지한,1
노승은,1
송지욱,1
위자,0
방기윤,1
안적,0
게뚜더기,0
갈무리,0
순동근,1
천언만어,0
곤외지사,0
동상진,1
권선후,1
최승용,1
순윤재,1
시효연,1
서현도,1
맬서스,0
우팔리,0
동채리,1
국영환,1
송아랑,1
불호사방차사,0
삭마,0
소하정,1
오건,0
장윤빈,1
분칠,0
주갑,0
손서경,1
설민섭,1
청황,0
헬싱보리,0
달곰삼삼,0
형준범,1
태혜미,1
소영채,1
원민섭,1
평차,0
웅그리다,0
재휘,0
한예솜,1
주택,0
황진규,1
등나린,1
장도영,1
노보트니,0
언힐,0
성제아,1
운연후,1
약급,0
사병준,1
강범수,1
정기준,1
뇌해원,1
강윤경,1
팔츠,0
승녀,0
담증,0
냉면,0
신혈,0
아크로폴리스,0
스페인,0
잠관,0
소형민,1
필삭,0
천솔,1
위영민,1
명력,0
황이레,1
유종원,1
장태혁,1
손유근,1
마슈하드,0
교서희,1
냉과리,0
효험,0
목지윤,1
패딩,0
제기지건,0
기두현,1
연서원,1
왕지예,1
윤규희,1
멀라이트,0
형설지공,0
쾌언,0
장환,1
여량,0
송나윤,1
신벌,0
장희진,1
표은빈,1
오동균,1
빌립보,0
실차,0
베르됭,0
증태욱,1
노샛별,1
지리안,1
붕천지통,0
허경준,1
간세종,1
거오스레,0
활엽,0
양서림,1
악형,0
손재영,1
상수희,1
코디네이터,0
버러기,0
탐악,0
장빛나,1
곡노아,1
후태윤,1
복효인,1
대안지화,0
구호정,1
쇄열,0
손원영,1
탕해민,1
타이위안,0
삼라,0
몽세,0
일적,0
동학지의,0
양민솔,1
주시헌,1
금시엘,1
정건후,1
척삭,0
진지한,1
백공천창,0
몬드리안,0
횡주,0
팽상,0
판형석,1
장선규,1
난총,0
브란겔,0
운율아,1
조창민,1
맹수,0
금여름,1
로물루스,0
태동한,1
섭강,1
진민희,1
변상훈,1
에그머니,0
콘클라베,0
최단희,1
팽임,0
내채훈,1
원수예,1
생곡,0
도연,1
소디앙,0
쌩글,0
조민선,1
신휘,0
깜찌기,0
더킹,0
라연경,1
동리오,1
배서주,1
권승현,1
리에종,0
예준성,1
삼세환,1
알레고리,0
송태연,1
은방,0
출이반이,0
모민섭,1
산디,0
디나르,0
호형준,1
침출,0
바스티앵르파주,0
순우림,1
리나혜,1
일락천장,0
경진영,1
추력,0
생불여사,0
화민영,1
안승운,1
심다슬,1
기우진,1
야단스레,0
송화영,1
헬리안트,0
황당지설,0
양태완,1
천혜선,1
설빛나,1
복거지계,0
소은재,1
홍강,1
묘나연,1
포모제,0
덴드로븀,0
삼이찬,1
궐직,0
칼모틴,0
빙동화,1
상준범,1
오주리,1
새로에,0
전혜주,1
올챙이,0
도렷,0
도제니,1
자승욱,1
리윤지,1
상잠,0
순경찬,1
최강,0
남민하,1
흠종,0
로설빈,1
상다솔,1
단증,0
소태희,1
석진이,1
경하원,1
두정준,1
겁략,0
베르글라,0
궐석,0
방효찬,1
아르스페나민,0
동사라,1
노재이,1
도병찬,1
찔쑥,0
진호정,1
후아윤,1
팔라시오발데스,0
육주,0
원하나,1
그로,0
미안지심,0
양절,0
주상윤,1
석호성,1
백열,0
유속헐후,0
남희선,1
붕당,0
전퇴,0
유초신지곡,0
페로바나듐,0
형처,0
화지성,1
재삽,0
임건욱,1
버로스,0
궁율,1
석투,0
파타,0
어쭈,0
미토마이신,0
족벌,0
커닝엄,0
박성,0
주희원,1
버지널,0
에리스,0
점아원,1
고온유,1
겨웁다,0
선범,0
편행,0
인올리비아,1
단련지회,0
상채호,1
엽루리,1
조한빛,1
리포이드,0
담식,0
정필립,1
박지우박,0
초온,1
바늘,0
술간,0
승세영,1
직일,0
인들,0
노효민,1
양도환,1
진준표,1
셀로비오스,0
야재용,1
진인우,1
영원빈,1
배재범,1
최승현,1
안은세,1
원처,0
동예윤,1
민재은,1
강예승,1
빈천지교,0
판서현,1
공알,0
비뚜로,0
선인우,1
복태,0
설해온,1
간선재,1
편급,0
암호,0
성소윤,1
크리스천,0
강윤찬,1
횟수,0
과비,0
프타,0
원일,0
강리한,1
풍서안,1
주성원,1
하예영,1
레조르신,0
견은세,1
전은,1
제노바,0
검납,0
화올리비아,1
채준영,1
난명지안,0
은강윤,1
브로큰힐,0
범송,0
객원,0
음순,0
진취지계,0
금세호,1
삼준아,1
벽관,0
불미스레,0
용염,0
박세하,1
영견잔묵,0
락타이드,0
민서휘,1
림은유,1
환교,0
용재영,1
도정욱,1
하리아,1
적철,0
성한결,1
조지호,1
하념,0
위태욱,1
세동,0
윤화,0
쟁자,0
삼약,0
단여원,1
채복,0
왠지,0
점세희,1
하객,0
홍미래,1
매현경,1
독우진,1
다이어토닉,0
방유,1
승발,0
마채하,1
후덕스레,0
양광현,1
신정원,1
일회,0
배뇨,0
석죽,0
칼론,0
궁감,0
노요한,1
박미경,1
판유근,1
석루조,0
빈정연,1
배치작,0
이새봄,1
모지름,0
직석,0
한보,0
황재혁,1
하차투랸,0
브랜디,0
마르티농,0
앙급,0
관시하,1
바실리스크,0
태은송,1
함솔희,1
외반주,0
왕은결,1
언역,0
견승지,1
폴리스티렌,0
현동영,1
시스플라틴,0
탕범준,1
밸브,0
신미연,1
진스,0
펄라이트,0
스케르초소,0
크로아티아,0
노하늬,1
예범,1
남해온,1
동락,0
리니먼트,0
형찬솔,1
권은민,1
세브카,0
유글레나,0
권상요목,0
알타이,0
피피에스,0
영현석,1
가태이,1
소진,1
족지족,0
신현종,1
오브레히트,0
곡상희,1
운흥,0
이경록,1
신승연,1
은도운,1
양지선,1
종지웅,1
걀쯔막,0
염민철,1
신영준,1
우사무엘,1
방우영,1
군가,0
능성,0
영소울,1
거행,0
소빈,0
우준모,1
가재연,1
연상진,1
버러지,0
서은,0
현현석,1
대은기,1
농악,0
소미나,1
민진명,1
추성혁,1
탁시완,1
표이준,1
대벽,0
연목구어,0
산지한,1
단제이,1
유종지미,0
부선희,1
국시운,1
면언,0
독료,0
숙민,0
도강빈,1
린드블라드,0
피혜승,1
늑탈,0
금지우,1
부액,0
채루다,1
공승지,1
첨작,0
섭빈,1
모정운,1
피터마리츠버그,0
청림,0
어채원,1
좌성율,1
유창현,1
카메룬,0
호졸근,0
이성지합,0
수영미,1
곽형민,1
헤쳐,0
오리지널,0
남주연,1
우기윤,1
몽따쥬,0
세액,0
포채희,1
서로희,1
장치우,1
인돌,0
석해찬,1
어머,0
구재완,1
정진,1
석해율,1
호준우,1
성새아,1
도다영,1
글겅,0
남하린,1
주멸,0
강현섭,1
성정음,1
소동균,1
조지홍,1
멘드비랑,0
장혜준,1
감미경,1
긍휼,0
진지율,1
백세연,1
상조안,1
로대원,1
금슬지락,0
길승건,1
차파티,0
암모놀리시스,0
초해나,1
엠피스리,0
왜계,0
홍도담,1
킬로칼로리,0
부태규,1
단강,0
묘유건,1
크레아티닌,0
윤제아,1
기서하,1
감민섭,1
반재홍,1
낙당,0
간혜준,1
관분,0
부다솔,1
궁반,0
이세하,1
날연,0
라포르,0
숴,0
병구사장,0
선현희,1
번혁준,1
황라경,1
촉매,0
원희윤,1
극정이,0
강채훈,1
야우강,0
웨이스트볼,0
민승윤,1
방예건,1
스트레이트,0
미셀러니,0
평민솔,1
진짓,0
점세진,1
난모,0
추민제,1
즉납,0
인스트루멘털리즘,0
비준섭,1
시은주,1
우준이,1
조성은,1
트렌토,0
탈무드,0
호연호,1
스토커,0
옹정서,1
티읕,0
박취,0
빈재승,1
염나원,1
갱위,0
액모,0
안동해,1
팽재윤,1
총도균,1
승다겸,1
권태혁,1
패루,0
고주훈,1
설기망자,0
알칼리,0
정아진,1
홍태린,1
망요,0
타교,0
관반,0
성석우,1
우혜승,1
하우스호퍼,0
태조안,1
방섭,0
액션,0
플레이너,0
심리나,1
반하린,1
당치,0
옹관,0
에프아이이제이,0
이채윤,1
은용진,1
황희영,1
우제현,1
방예담,1
헤테로,0
변송현,1
화다율,1
방경빈,1
총건,0
정바다,1
귀축축,0
변예온,1
백인하,1
유유연,1
포핸드,0
맨체스터,0
전수예,1
해외,0
브라티슬라바,0
정은총,1
염유비,1
방수찬,1
제박,0
만파식,0
당송,0
옥시글,0
봉현진,1
트레미,0
소세진,1
형도원,1
구터분,0
노리안,1
긍태,0
겁운,0
고우준,1
양선하,1
범윤석,1
판타지슈튀크,0
설탕,0
툇간,0
공뢰,0
파쇄,0
감구지회,0
동한서,1
우수민,1
좌초,0
나준범,1
줍다,0
서유담,1
표준이,1
측포,0
속교,0
천태림,1
생진,0
엄준규,1
직해,0
프리토리아,0
판제우,1
만전지책,0
컬럼바이트,0
탁나연,1
세배,0
민예승,1
문영서,1
양해슬,1
안리한,1
모원,0
송한솔,1
감괘,0
공설하,1
페로세륨,0
입술,0
코리올리,0
창재욱,1
수한율,1
화은희,1
경연,1
견유,0
주혜원,1
범유빈,1
홍황,0
갈효재,1
무망지화,0
은원진,1
장예현,1
엄주하,1
옹자인,1
조뼛,0
자부월족,0
황현승,1
사주비,1
점진서,1
인의지병,0
내변,0
라경록,1
완경,0
오디션,0
인의지도,0
니키슈,0
민대윤,1
칙임,0
예세화,1
파인더,0
시경록,1
문예현,1
시토키닌,0
은멸,0
버거덕,0
되나지,0
국명진,1
칼리다사,0
궉수,1
상영재,1
곽유린,1
삼하주,1
첨송,0
견담,1
데세르,0
리영후,1
알현,0
소로운,1
우지혜,1
호성희,1
오은경,1
단동은,1
은수예,1
천강희,1
차처,0
화공지적,0
색채,0
밀살,0
불선불후,0
표승욱,1
쇠데르블롬,0
정원희,1
운정하,1
정하연,1
진은재,1
혼채,0
최시언,1
담당,0
글록시니아,0
소태환,1
꺼멓다,0
고블랭,0
쎄리,0
추제비,0
주루목,0
임태희,1
투타,0
연석훈,1
번드럽다,0
사도닉스,0
유세라,1
함연,1
맹도유,1
아크메이즘,0
옥패,0
하테비스트,0
감부,0
왕혜준,1
왜종,0
지소율,1
타피,0
어시진,1
빈해온,1
앵포르멜,0
백덕,0
욱리,0
활발발,0
시모니데스,0
별루,0
초세찬,1
슈바르츠발트,0
성선빈,1
잘방,0
반직,0
푸뜩,0
엽보은,1
도하담,1
지베렐린,0
사블레,0
황찬빈,1
톨루카,0
흥무,0
관윤수,1
총거,0
비리치근,0
앙장브망,0
저각,0
배스듬,0
육윤혁,1
동도훈,1
석재석,1
마시영,1
우현웅,1
필효민,1
달덕,0
장호재,1
궁절,0
중롱,0
갑족,0
장저우,0
끼라,0
그레인,0
위혜,0
뢰사랑,1
진영재,1
곽규은,1
쏘곤닥,0
이민하,1
재윤,0
상연화,1
설원빈,1
어째서,0
상도엽,1
산합,0
영예설,1
둔자,0
등선화,1
나파,0
택임,0
국동주,1
이가희,1
잉그럭,0
산마리노,0
결교지인,0
코너,0
홍호현,1
엄송연,1
허승진,1
스타인버그,0
파르스름,0
초맹반,0
아이아이시,0
시여빈,1
고까,0
삼태기,0
다유신,1
심현제,1
초파,0
도로이,1
길시영,1
정유연,1
소종혁,1
와주,0
왕태겸,1
벤자리,0
시메시콘,0
크리보이로크,0
별탕,0
낭율희,1
노서우,1
공루,0
견등,0
윤아론,1
진기쁨,1
조세진,1
초길,0
회오리,0
규율,0
정혜준,1
판탱라투르,0
뤄청,0
합편,0
숙치,0
을부,0
심충,0
보지나,1
도나텔로,0
뉘렇다,0
마르그라프,0
시형민,1
오아영,1
참무,0
변미,0
전성연,1
국인영,1
접반,0
로하임,1
봉주형,1
방강희,1
호르터르,0
비갈,0
데칸,0
소정희,1
좌효정,1
백은비,1
나민슬,1
께끄름,0
겸함,0
오은우,1
리재은,1
온연지,1
성우빈,1
쑤이화,0
바이페닐,0
감준우,1
삼제이,1
방원,1
여보게나,0
원시혁,1
사이엘,1
오동영,1
레이저우,0
댄스,0
좌윤하,1
서서안,1
나재훈,1
기갑,0
야리다,0
내수영,1
청징,0
황두현,1
현도균,1
기소진,1
뱐죽,0
향회,0
쌍대구리,0
종리오,1
정지형,1
견민성,1
허새나,1
꾀죄,0
정선주,1
익제,0
엄달,0
쿠란,0
길보은,1
참녕,0
욕고,0
소동균,1
원하원,1
포툠킨,0
여울,0
구화연,1
한혜지,1
취란,0
소수원,1
미소미,1
엄담,0
음행,0
푸르께,0
입낙,0
치향,0
조제윤,1
기재휘,1
서윤솔,1
농노,0
전거지신,0
납교,0
판현도,1
두승,0
시효원,1
손슬우,1
척매,0
신서유,1
로효성,1
예초은,1
삭상재,0
포탈,0
추인규,1
제배지간,0
나경림,1
엄미주,1
불반,0
열의,0
양등,0
성선율,1
슬기로이,0
방경은,1
숭냉,0
최윤서,1
가르미슈파르텐키르헨,0
설시윤,1
출면,0
이엘,0
방가인,1
다희경,1
격장지린,0
홍이담,1
테르븀,0
좌예음,1
현혹,0
저곡,0
안트라센,0
심하음,1
구범수,1
산설아,1
위주안,1
안라,0
아그니,0
편하엘,1
허민설,1
무체,0
위진솔,1
관승호,1
황아랑,1
신인찬,1
피핀,0
찐덥다,0
백우진,1
곽희연,1
독오,0
유서호,1
종종색색,0
주은선,1
금폐,0
목수윤,1
석의진,1
지가람,1
리진오,1
게구,0
이뇨,0
할랑,0
면파,0
관리환,1
로태균,1
옴칠,0
봉강산,1
아얌,0
병관,0
볼로냐,0
아애,0
국지완,1
말뚝,0
배리연,1
조찬서,1
모녀,0
설인찬,1
엄세환,1
장서이,1
은도영,1
배희서,1
주원희,1
빈동근,1
근유선,1
곰팡스레,0
습량,0
성송은,1
원여진,1
역옹,0
흘흘,0
한강윤,1
여반장,0
백복지원,0
코르티솔,0
일독,0
교제현,1
조리한,1
여천지해망,0
임괘,0
설용주,1
정족지세,0
송유아,1
하층,0
임료,0
동채,0
최유승,1
필유성,1
효자애일,0
폭살,0
새로이,0
한지후,1
단미,0
홍불감장,0
엔소르,0
팽채우,1
판초,0
창오지망,0
필두,0
매서하,1
장원혁,1
갱탕,0
페르소,0
진서우,1
박테리오파지,0
글래스펠,0
유아람,1
통가라,0
비육지탄,0
한형민,1
심덕,0
꽹그랑,0
앙양,0
수가경,1
권예영,1
송이안,1
행로,0
용협,0
홍주영,1
공운,0
치약,0
순의현,1
운서인,1
조성찬,1
결리,0
허소혜,1
호여름,1
탁중탁,0
유지예,1
푸리기,0
석빈,1
적통,0
김서온,1
결료,0
맹정재,1
효릉,0
마추다,0
영라은,1
곽유신,1
오집,0
부이원,1
원선준,1
깔뵈다,0
츠빙글리,0
노선,1
태혜정,1
만강윤,1
강인호,1
근숙,0
성근영,1
황이한,1
원민채,1
경석진,1
가하온,1
한제니,1
순율아,1
가윤경,1
상재웅,1
림재원,1
빈윤환,1
길서호,1
간객,0
사그랑이,0
노재아,1
변기민,1
원정안,1
닢,0
민완,0
안지나,1
벽설,0
객금,0
진재익,1
탄주지어,0
한선율,1
완교,0
로커,0
튜링,0
수성하,1
트빌리시,0
왕규범,1
포트윌리엄,0
하경은,1
배석민,1
장하지혼,0
묵대,0
위혜율,1
거무룩,0
풍세리,1
황진형,1
각마,0
하일라이트,0
장아원,1
신수지로,0
마하방사,0
겁화,0
해원재,1
후련,0
한연경,1
위세윤,1
경준엽,1
차도우,1
선선희,1
프랑슘,0
임좌,0
설찬영,1
형다빈,1
피레에프스,0
모렴,0
성미래,1
아드리아노플,0
핍색,0
그라탱,0
영서윤,1
천락,0
묘선,0
하련,0
응공,0
기윤혜,1
레지스테이트,0
졸역,0
인등,0
학도빈,1
난패,0
더덩실,0
갤리어드,0
예정헌,1
숄,0
일일신,0
절증,0
전도담,1
림현호,1
장보배,1
소창민,1
하봄,1
선로건,1
장승호,1
금용준,1
손민형,1
극궁,0
와륵,0
청영,0
진기민,1
뽈라기,0
임어,0
오우민,1
북악,0
순태현,1
홍대성,1
위엄,0
강민환,1
정새롬,1
강핍,0
백효리,1
소미나,1
사촌,0
건별,0
섭세,0
답구,0
비념,0
오검난명,0
털썩,0
고세지주,0
순지예,1
건막,0
소재웅,1
울모,0
그리스도,0
홍연경,1
손소유,1
차렷,0
견아람,1
금경록,1
조진서,1
팬티,0
백유미,1
렌즈,0
내준기,1
무소고기,0
가초다,0
동애리,1
동민교,1
노기쁨,1
한진영,1
민제희,1
근구인형,0
토입,0
초중종,0
곽연,0
불충,0
심예나,1
죽질,0
감나온,1
클로라민,0
윤미,0
옴살,0
반도경,1
지화자,0
우은총,1
토청,0
궉진,1
유시완,1
은효재,1
아트만,0
궁혜,0
벌책,0
뷔데,0
혼도,0
봉영석,1
유복지친,0
설대윤,1
창지욱,1
멸사,0
백준식,1
혼철,0
벌금,0
마현하,1
성희준,1
좌명지,1
함민성,1
봉폐,0
미윤민,1
저마,0
시엠,0
양유경,1
익량,0
노혜경,1
두그르르,0
오솔,1
호찬휘,1
계열,0
감창훈,1
노훤,1
새틀라이트,0
장민근,1
잘코사니,0
행글라이더,0
깐죽,0
핸디캡,0
숭경,0
극세,0
오아림,1
반리,0
등인준,1
주객지의,0
도진현,1
산응,0
증간,0
신다연,1
영녀,0
센,0
멀티숍,0
울리,0
모용우,1
권념,0
졸모,0
시근호,1
신가흔,1
명도은,1
야잠,0
순사라,1
왕유,1
궁예선,1
기나은,1
지한별,1
정딩,0
죽마교우,0
마추,0
사채하,1
옹세아,1
범칙,0
가브리엘,0
냉약,0
진한빛,1
지폭,0
사예담,1
논종,0
편소,0
테프로크로놀로지,0
오뚝,0
슬랙스,0
기슬찬,1
총다엘,1
바이오마이신,0
난원재,1
이리온,1
이지음,1
결찰,0
국승호,1
금정아,1
권연,1
지영진,1
방정찬,1
신윤,1
재규어,0
나제이,1
솔구이발,0
영웅지재,0
로세미,1
피시언,1
운서훈,1
연성찬,1
규조,0
방진환,1
귀뽕,0
설재민,1
상리사,1
녹토,0
조이수,1
악초,0
속빈,0
녹영,0
소윤혜,1
호피,0
푼자,0
담낭,0
규폭,0
장도언,1
은제원,1
단이나,1
양정빈,1
장규빈,1
탈리도마이드,0
장롱,0
구채원,1
연성환,1
프린켑스,0
미군,0
키모트립신,0
적림,0
인근,0
맹점,0
산력,0
쩔뚝,0
아카데메이아,0
갱질,0
주버기,0
각개,0
황유환,1
칠족,0
총시하,1
수병준,1
속애,0
왕죽,0
래프팅,0
석나라,1
미욱스레,0
황민성,1
초선준,1
오진명,1
소마데바,0
허쩌,0
장담,1
조주형,1
준승,0
나주헌,1
하재경,1
무지개,0
장이건,1
각축,0
흉행,0
백유겸,1
야민,1
위영준,1
강신우,1
봉익,0
원우빈,1
하우현,1
장승비,1
근신우,1
교주빈,1
아리안,0
피리독사민,0
몰패,0
사징,0
등권,1
교지욱,1
하혜은,1
시예율,1
괴질,0
하원희,1
비연약수세,0
변종민,1
동혜정,1
우도형,1
소승용,1
답안,0
해도영,1
동라엘,1
엄라율,1
두함,0
읍권,0
고승훈,1
부수인,1
성동근,1
좌영민,1
찬모,0
표보배,1
콜레키스토키닌,0
진지온,1
빙정진,1
화끈,0
총이슬,1
성해은,1
사이클로파라핀,0
원민재,1
등소,0
구무진,1
나해민,1
도혜성,1
강도유,1
빈진혁,1
개업,0
우은유,1
몽짜,0
당의찬,1
진동화,1
스핀,0
점민희,1
홍우림,1
지걱,0
호인서,1
슬라이더,0
안아준,1
극낭,0
고루희,1
변윤상,1
동이원,1
시처,0
미각,0
육용,0
최영주,1
옥희윤,1
김여은,1
득의지색,0
주흥,0
배신후,1
길여은,1
촉신,0
노혜선,1
행회,0
파트너,0
고티에,0
엽주빈,1
완믿음,1
도윤재,1
가경원,1
자메이카,0
노주영,1
민초아,1
연경환,1
부압,0
생멸,0
장리후,1
이민유,1
황찬솔,1
크다,0
길리현,1
친순,0
요행스레,0
장리엘,1
허한,0
신종원,1
사마라,0
아크,0
취침,0
잠종,0
사다율,1
유동주,1
강세연,1
은설,0
태우석,1
지그소,0
황고어,0
잡채,0
마일러,0
불치하문,0
홍세희,1
학유신,1
공상윤,1
얌생이,0
채동연,1
꼬대기다,0
평태성,1
유윤설,1
훌씬,0
관대환,1
점인,0
성하빈,1
난도겸,1
봉한솔,1
한석훈,1
에스에이치에프,0
우예봄,1
비재경,1
홍노아,1
드르렁,0
두희진,1
사검,0
호응,0
아지직,0
시승훈,1
이성민,1
문주언,1
해선주,1
범연하,1
악설,0
하진형,1
현준영,1
엄담이,1
홍새나,1
국재석,1
설건휘,1
집회,0
방콕,0
상해솔,1
종승빈,1
오연재,1
유시유,1
위연진,1
오오열열,0
항부,0
절함,0
대해솔,1
명경훈,1
신애리,1
민예령,1
사동근,1
설주빈,1
소정재,1
진소이,1
소승진,1
메스트르,0
브랙턴,0
나해담,1
심동근,1
도지선,1
임채운,1
총중고골,0
난민구,1
쇠년,0
용봄이,1
간작,0
봉아술,0
민민균,1
반성연,1
민재연,1
가윤승,1
베런슨,0
옹지효,1
손원재,1
해리스버그,0
함봉,0
다키아,0
평세인,1
유찬희,1
전재진,1
대구루루,0
도서혁,1
천내,0
담예정,1
조채윤,1
열탕,0
아파타이트,0
엠엠에프,0
꾸미다,0
팽원희,1
팔질,0
금새,0
석수환,1
비밀,0
곡도완,1
노무력,0
활물,0
태괴,0
꾸구리,0
탐독,0
꺼무충충,0
대다비,1
순송희,1
남재경,1
노원진,1
점체,0
분미,0
송덕,0
찌뿌둥,0
빙영경,1
스티로폴,0
순세화,1
안타깝다,0
순우진,1
대례,0
담준민,1
촌철,0
프로테스탄티즘,0
지지하천,0
부대우,0
피살,0
원승한,1
남루아,1
콘알부민,0
경은영,1
청환,0
욱일,0
경승헌,1
광설,0
동수희,1
배용훈,1
담황,0
에프디에이,0
탄현경,1
아우구스티누스,0
내서찬,1
진영웅,1
밀티아데스,0
킬로바이트,0
경채림,1
괴촌,0
예예주,1
칠출,0
고윤,0
국졸,0
종택,0
장도한,1
베르무트,0
안라연,1
수하주,1
이채하,1
택피창생,0
창효담,1
주은정,1
소도건,1
려은주,1
장찬희,1
변궁,0
레터링,0
담그다,0
란찬욱,1
노웅,0
오진영,1
예재호,1
엔시엔에이,0
곽용훈,1
펜트리트,0
존당,0
우기찬,1
정제윤,1
맞추다,0
흉길,0
내우영,1
뒤함박치다,0
인사불상,0
송이도,1
나가노,0
표정만방지곡,0
차베스,0
시비아르,0
소나티나,0
장수은,1
활달,0
이이시,0
아병현,1
궁축,0
온난,0
보채원,1
승연제,1
표용,0
송태균,1
정윤나,1
두흉,0
부겸,1
유준,1
관우정,1
로윤상,1
오경소지,0
감어,0
관재민,1
화축,0
에도,0
수희주,1
조직,0
순효인,1
소경록,1
부스럭,0
원성희,1
비대한,1
실달다,0
시바스,0
원상혁,1
피오피,0
숙박,0
보재승,1
귀현,0
계동후,1
종경진,1
먀스콥스키,0
여드롭,0
예예환,1
카수,0
배기범,1
금동휘,1
석안,0
빈리하,1
초현종,1
혹취,0
묵제민,1
언순이정,0
수하솜,1
가나자와,0
은호정,1
위제우,1
녹병,0
미한,1
헤번덕헤번덕,0
강수안,1
이희서,1
임정준,1
가념,0
권소예,1
병해,0
제세현,1
선형진,1
장대성,1
란원영,1
무운,0
존스타운,0
김채우,1
독윤미,1
우휘,1
영추,0
수만,0
추굴,0
지끈둥,0
순태인,1
트라이치케,0
두흔,0
장세인,1
동윤겸,1
윤진현,1
융모,0
누창,0
나고야,0
단치히,0
테오프라스토스,0
우시하,1
황예현,1
유두유미,0
양라온,1
손가린,1
림효정,1
숙련,0
자성주,1
태하솔,1
결착,0
찬안,0
천서이,1
고다경,1
선은유,1
홍수진,1
척소,0
후현민,1
큐더블유엘,0
슈말렌바흐,0
폐광,0
상춘광,0
태랑,1
표업,0
파정,0
소혜령,1
노태인,1
묵서훈,1
계성주,1
부예현,1
룽징춘,0
외작,0
금린,0
궁재후,1
창혼,0
할깃,0
결획,0
방유린,1
일모다빈,0
앵화,0
상태욱,1
방준모,1
통폐,0
등윤지,1
윤도형,1
도주완,1
내아람,1
마유,1
우지후,1
서아민,1
원시혁,1
푸에블라데사라고사,0
농중,0
소종훈,1
질일,0
야유아,1
순소혜,1
근연주,1
한예현,1
홍재영,1
노종,0
마이새,0
독진,0
낭나윤,1
소탐대실,0
회식,0
만동희,1
하우진,1
뽐부라치,0
선이건,1
수라트,0
올그런,0
사이러트론,0
한민국,1
소정윤,1
손진솔,1
림선유,1
아직,0
작야,0
장수안,1
국아현,1
팔선,0
여솔,1
고세크,0
나그푸르,0
우도원,1
선악업과위,0
체임버스,0
주야불식,0
임유빈,1
양성준,1
설산,1
소솔비,1
형건민,1
간의진,1
백강유,1
페치카,0
열심스레,0
결송,0
품부,0
무애기,0
득체,0
박잡,0
용설,0
절발,0
내세윤,1
캘러버라이트,0
진은상,1
아선화,1
소죄,0
뇌지형,1
불두,0
원채경,1
아세아,0
원건휘,1
거듭,0
강세나,1
민탈,0
추유진,1
반액,0
엔에스시,0
모지유,1
창도유,1
햄스터,0
억강부약,0
함유겸,1
구경서,1
승하경,1
무세력,0
예강빈,1
제하엘,1
위세라,1
황결,1
연찬,1
잠월,0
왕형민,1
즐번,0
아주비,1
위채원,1
진나윤,1
최동균,1
판이,0
조유진,1
동찬유,1
장채민,1
코칸트,0
양유연,1
마주연,1
저러,0
객기,0
특필,0
부세진,1
배탁,0
정동행성,0
원은빈,1
홍혜선,1
국성우,1
허핍,0
홍백,0
허과,0
심정화,1
붐비다,0
로준혁,1
임서안,1
사기쁨,1
필슬비,1
피에이치,0
계승후,1
프릴,0
담략,0
난득지물,0
국령,0
주격,0
일편지언,0
국민권,1
경남,0
에이에프시,0
오즐,0
폭삭,0
매시후,1
유재빈,1
치염,0
유담희,1
부럽다,0
물주,0
애수,0
빈시안,1
파이윰,0
갈재원,1
권채원,1
이브이아르,0
외꼬지,0
코시컨트,0
원병,0
태희승,1
바이오칩,0
목유담,1
선입지견,0
새북,0
애피타이저,0
대하울,1
미필,0
옥성현,1
주우경,1
묘규나,1
학혜율,1
우연지,1
포안,0
군시럽다,0
좌은수,1
려유미,1
허호,0
우두키,0
금암,0
염민겸,1
솔창,0
불조,0
빈아정,1
카란사,0
병동,0
전우준,1
육력,0
이은수,1
찰칵,0
서정,1
수종혁,1
은이든,1
